Route Distance (km),Route Duration (min),Transportation Mode,Make,Model,Fuel Type,Engine Specs,Fuel Efficiency (km/L),Vehicle CO2 Emissions (g/km),Traffic Information,Elevation Data (m),Road Types,Estimated CO2 Emissions (g/km) for trip
12,20,Motorcycle,Kawasaki,Ninja 300,Petrol,295,22,118,Moderate traffic,40,Local Road,123
50,45,Motorcycle,Kawasaki,Ninja 300,Petrol,305,30,125,Heavy traffic,200,Hill Road,140
35,40,Motorcycle,Kawasaki,Ninja 300,Petrol,300,28,123,Moderate traffic,100,Local Road,137
60,55,Motorcycle,Kawasaki,Ninja 300,Petrol,310,31,127,Heavy traffic,250,Highway,145
20,30,Motorcycle,Kawasaki,Ninja 300,Petrol,295,23,119,Light traffic,60,Hill Road,120
30,35,Motorcycle,Kawasaki,Ninja 300,Petrol,300,26,122,Moderate traffic,80,Local Road,135
45,50,Motorcycle,Kawasaki,Ninja 300,Petrol,305,29,124,Moderate traffic,150,Hill Road,140
55,60,Motorcycle,Kawasaki,Ninja 300,Petrol,310,32,128,Heavy traffic,180,Local Road,145
25,32,Motorcycle,Kawasaki,Ninja 300,Petrol,300,27,123,Moderate traffic,70,Highway,129
15,22,Motorcycle,Kawasaki,Ninja 300,Petrol,295,21,117,Light traffic,45,Local Road,125
40,43,Motorcycle,Kawasaki,Ninja 300,Petrol,305,29,124,Heavy traffic,130,Hill Road,138
22,28,Motorcycle,Kawasaki,Ninja 300,Petrol,300,24,121,Light traffic,55,Local Road,127
33,39,Motorcycle,Kawasaki,Ninja 300,Petrol,295,25,120,Moderate traffic,90,Hill Road,136
28,35,Motorcycle,Kawasaki,Ninja 300,Petrol,300,26,122,Moderate traffic,75,Local Road,132
38,42,Motorcycle,Kawasaki,Ninja 300,Petrol,305,29,124,Heavy traffic,120,Highway,138
26,33,Motorcycle,Kawasaki,Ninja 300,Petrol,310,30,125,Light traffic,65,Local Road,131
42,45,Motorcycle,Kawasaki,Ninja 300,Petrol,295,27,123,Heavy traffic,170,Hill Road,140
27,36,Motorcycle,Kawasaki,Ninja 300,Petrol,300,26,122,Moderate traffic,80,Local Road,133
48,48,Motorcycle,Kawasaki,Ninja 300,Petrol,305,30,125,Moderate traffic,110,Highway,142
36,41,Motorcycle,Kawasaki,Ninja 300,Petrol,310,31,127,Moderate traffic,95,Local Road,139
31,38,Motorcycle,Kawasaki,Ninja 300,Petrol,295,24,121,Light traffic,70,Hill Road,134
52,58,Motorcycle,Kawasaki,Ninja 300,Petrol,300,27,123,Heavy traffic,200,Local Road,143
23,31,Motorcycle,Kawasaki,Ninja 300,Petrol,305,28,124,Moderate traffic,85,Hill Road,128
44,47,Motorcycle,Kawasaki,Ninja 300,Petrol,310,32,128,Moderate traffic,105,Local Road,140
34,39,Motorcycle,Kawasaki,Ninja 300,Petrol,295,25,120,Moderate traffic,88,Hill Road,137
24,30,Motorcycle,Kawasaki,Ninja 300,Petrol,300,25,120,Light traffic,50,Local Road,128
20,28,Motorcycle,Bajaj,Discover,Petrol,125,55,95,Light traffic,40,Urban,110
15,22,Motorcycle,Bajaj,Discover,Petrol,110,60,90,Moderate traffic,30,Local Road,100
40,45,Motorcycle,Bajaj,Discover,Petrol,150,50,100,Heavy traffic,100,Hill Road,120
30,35,Motorcycle,Bajaj,Discover,Petrol,135,52,98,Moderate traffic,70,Local Road,115
50,55,Motorcycle,Bajaj,Discover,Petrol,180,48,105,Heavy traffic,150,Highway,125
25,32,Motorcycle,Bajaj,Discover,Petrol,125,54,96,Light traffic,50,Hill Road,105
35,40,Motorcycle,Bajaj,Discover,Petrol,150,51,99,Moderate traffic,80,Local Road,118
45,50,Motorcycle,Bajaj,Discover,Petrol,160,49,102,Moderate traffic,90,Hill Road,122
55,60,Motorcycle,Bajaj,Discover,Petrol,180,47,104,Heavy traffic,120,Highway,128
28,36,Motorcycle,Bajaj,Discover,Petrol,125,53,97,Moderate traffic,60,Local Road,112
18,25,Motorcycle,Bajaj,Discover,Petrol,110,58,92,Light traffic,35,Urban,103
38,42,Motorcycle,Bajaj,Discover,Petrol,150,50,100,Heavy traffic,85,Hill Road,121
22,28,Motorcycle,Bajaj,Discover,Petrol,125,54,96,Light traffic,45,Urban,108
33,39,Motorcycle,Bajaj,Discover,Petrol,135,52,98,Moderate traffic,75,Local Road,116
26,33,Motorcycle,Bajaj,Discover,Petrol,120,56,94,Moderate traffic,55,Hill Road,107
37,41,Motorcycle,Bajaj,Discover,Petrol,140,51,99,Moderate traffic,80,Local Road,118
48,48,Motorcycle,Bajaj,Discover,Petrol,155,49,102,Heavy traffic,95,Highway,123
42,45,Motorcycle,Bajaj,Discover,Petrol,150,50,100,Heavy traffic,90,Hill Road,121
31,38,Motorcycle,Bajaj,Discover,Petrol,130,55,95,Light traffic,65,Local Road,114
24,30,Motorcycle,Bajaj,Discover,Petrol,115,57,93,Light traffic,40,Urban,104
20,28,Motorcycle,Suzuki,Gixxer,Petrol,155,50,100,Light traffic,40,Urban,110
15,22,Motorcycle,Suzuki,Gixxer,Petrol,150,55,95,Moderate traffic,30,Local Road,100
40,45,Motorcycle,Suzuki,Gixxer,Petrol,160,48,105,Heavy traffic,100,Hill Road,120
30,35,Motorcycle,Suzuki,Gixxer,Petrol,155,52,98,Moderate traffic,70,Local Road,115
50,55,Motorcycle,Suzuki,Gixxer,Petrol,165,46,110,Heavy traffic,150,Highway,125
25,32,Motorcycle,Suzuki,Gixxer,Petrol,150,53,97,Light traffic,50,Hill Road,105
35,40,Motorcycle,Suzuki,Gixxer,Petrol,160,49,102,Moderate traffic,80,Local Road,118
45,50,Motorcycle,Suzuki,Gixxer,Petrol,170,47,104,Moderate traffic,90,Hill Road,122
55,60,Motorcycle,Suzuki,Gixxer,Petrol,180,45,108,Heavy traffic,120,Highway,128
28,36,Motorcycle,Suzuki,Gixxer,Petrol,155,51,99,Moderate traffic,60,Local Road,112
18,25,Motorcycle,Suzuki,Gixxer,Petrol,145,56,94,Light traffic,35,Urban,103
38,42,Motorcycle,Suzuki,Gixxer,Petrol,165,47,104,Heavy traffic,85,Hill Road,121
22,28,Motorcycle,Suzuki,Gixxer,Petrol,150,54,96,Light traffic,45,Urban,108
33,39,Motorcycle,Suzuki,Gixxer,Petrol,160,50,100,Moderate traffic,75,Local Road,116
26,33,Motorcycle,Suzuki,Gixxer,Petrol,140,52,98,Moderate traffic,55,Hill Road,107
37,41,Motorcycle,Suzuki,Gixxer,Petrol,165,48,105,Moderate traffic,80,Local Road,118
48,48,Motorcycle,Suzuki,Gixxer,Petrol,175,46,110,Heavy traffic,95,Highway,123
42,45,Motorcycle,Suzuki,Gixxer,Petrol,170,47,104,Heavy traffic,90,Hill Road,121
31,38,Motorcycle,Suzuki,Gixxer,Petrol,155,50,100,Light traffic,65,Local Road,114
24,30,Motorcycle,Suzuki,Gixxer,Petrol,135,54,96,Light traffic,40,Urban,104
25,30,Motorcycle,TVS,Apache RTR,Petrol,160,45,110,Light traffic,50,Urban,115
18,25,Motorcycle,TVS,Apache RTR,Petrol,180,42,115,Moderate traffic,40,Local Road,120
40,45,Motorcycle,TVS,Apache RTR,Petrol,200,40,120,Heavy traffic,100,Hill Road,130
30,35,Motorcycle,TVS,Apache RTR,Petrol,160,44,112,Moderate traffic,70,Local Road,118
50,55,Motorcycle,TVS,Apache RTR,Petrol,220,38,125,Heavy traffic,150,Highway,135
20,28,Motorcycle,TVS,Apache RTR,Petrol,180,42,115,Light traffic,60,Hill Road,122
35,40,Motorcycle,TVS,Apache RTR,Petrol,200,39,122,Moderate traffic,80,Local Road,127
45,50,Motorcycle,TVS,Apache RTR,Petrol,210,37,128,Moderate traffic,90,Hill Road,132
55,60,Motorcycle,TVS,Apache RTR,Petrol,230,35,132,Heavy traffic,120,Highway,140
28,36,Motorcycle,TVS,Apache RTR,Petrol,160,43,113,Moderate traffic,65,Local Road,119
15,22,Motorcycle,TVS,Apache RTR,Petrol,150,47,108,Light traffic,35,Urban,110
38,42,Motorcycle,TVS,Apache RTR,Petrol,210,36,127,Heavy traffic,85,Hill Road,133
22,28,Motorcycle,TVS,Apache RTR,Petrol,170,41,118,Light traffic,55,Urban,117
33,39,Motorcycle,TVS,Apache RTR,Petrol,190,38,125,Moderate traffic,75,Local Road,126
26,33,Motorcycle,TVS,Apache RTR,Petrol,180,40,120,Moderate traffic,55,Hill Road,123
37,41,Motorcycle,TVS,Apache RTR,Petrol,200,37,128,Moderate traffic,80,Local Road,129
48,48,Motorcycle,TVS,Apache RTR,Petrol,220,35,132,Heavy traffic,95,Highway,136
42,45,Motorcycle,TVS,Apache RTR,Petrol,210,36,127,Heavy traffic,90,Hill Road,135
31,38,Motorcycle,TVS,Apache RTR,Petrol,170,40,120,Light traffic,70,Local Road,125
24,30,Motorcycle,TVS,Apache RTR,Petrol,160,42,115,Light traffic,45,Urban,118
30,25,Motorcycle,Yamaha,YZF-R1,Petrol,998,20,150,Light traffic,60,Highway,155
15,10,Motorcycle,Yamaha,YZF-R1,Petrol,998,18,160,Moderate traffic,30,Urban,165
50,40,Motorcycle,Yamaha,YZF-R1,Petrol,998,22,145,Heavy traffic,100,Hill Road,148
35,30,Motorcycle,Yamaha,YZF-R1,Petrol,998,21,148,Moderate traffic,70,Local Road,160
60,50,Motorcycle,Yamaha,YZF-R1,Petrol,998,24,140,Heavy traffic,150,Highway,165
25,20,Motorcycle,Yamaha,YZF-R1,Petrol,998,19,158,Light traffic,50,Hill Road,152
40,35,Motorcycle,Yamaha,YZF-R1,Petrol,998,23,143,Moderate traffic,80,Local Road,157
45,38,Motorcycle,Yamaha,YZF-R1,Petrol,998,24,140,Moderate traffic,90,Hill Road,158
55,45,Motorcycle,Yamaha,YZF-R1,Petrol,998,25,138,Heavy traffic,120,Highway,170
28,22,Motorcycle,Yamaha,YZF-R1,Petrol,998,20,150,Moderate traffic,65,Local Road,163
18,15,Motorcycle,Yamaha,YZF-R1,Petrol,998,17,165,Light traffic,35,Urban,160
38,32,Motorcycle,Yamaha,YZF-R1,Petrol,998,22,145,Heavy traffic,85,Hill Road,155
22,18,Motorcycle,Yamaha,YZF-R1,Petrol,998,18,160,Light traffic,55,Urban,162
33,28,Motorcycle,Yamaha,YZF-R1,Petrol,998,21,148,Moderate traffic,75,Local Road,159
26,21,Motorcycle,Yamaha,YZF-R1,Petrol,998,19,158,Moderate traffic,55,Hill Road,153
37,31,Motorcycle,Yamaha,YZF-R1,Petrol,998,22,145,Moderate traffic,80,Local Road,157
48,40,Motorcycle,Yamaha,YZF-R1,Petrol,998,23,143,Heavy traffic,95,Highway,168
42,36,Motorcycle,Yamaha,YZF-R1,Petrol,998,24,140,Heavy traffic,90,Hill Road,160
31,26,Motorcycle,Yamaha,YZF-R1,Petrol,998,20,150,Light traffic,70,Local Road,155
24,18,Motorcycle,Yamaha,YZF-R1,Petrol,998,17,165,Light traffic,40,Urban,160
25,20,Motorcycle,KTM,Duke 390,Petrol,373,30,120,Light traffic,60,Highway,125
15,12,Motorcycle,KTM,Duke 390,Petrol,373,28,125,Moderate traffic,30,Urban,130
40,35,Motorcycle,KTM,Duke 390,Petrol,373,32,115,Heavy traffic,100,Hill Road,135
30,25,Motorcycle,KTM,Duke 390,Petrol,373,31,118,Moderate traffic,70,Local Road,128
50,45,Motorcycle,KTM,Duke 390,Petrol,373,33,113,Heavy traffic,150,Highway,140
20,18,Motorcycle,KTM,Duke 390,Petrol,373,29,123,Light traffic,50,Hill Road,130
35,30,Motorcycle,KTM,Duke 390,Petrol,373,32,115,Moderate traffic,80,Local Road,135
45,40,Motorcycle,KTM,Duke 390,Petrol,373,34,110,Moderate traffic,90,Hill Road,138
55,50,Motorcycle,KTM,Duke 390,Petrol,373,35,108,Heavy traffic,120,Highway,145
28,22,Motorcycle,KTM,Duke 390,Petrol,373,30,120,Moderate traffic,65,Local Road,132
18,15,Motorcycle,KTM,Duke 390,Petrol,373,27,128,Light traffic,35,Urban,135
38,33,Motorcycle,KTM,Duke 390,Petrol,373,33,113,Heavy traffic,85,Hill Road,140
22,20,Motorcycle,KTM,Duke 390,Petrol,373,28,125,Light traffic,55,Urban,127
33,28,Motorcycle,KTM,Duke 390,Petrol,373,31,118,Moderate traffic,75,Local Road,133
26,23,Motorcycle,KTM,Duke 390,Petrol,373,29,123,Moderate traffic,55,Hill Road,136
37,32,Motorcycle,KTM,Duke 390,Petrol,373,32,115,Moderate traffic,80,Local Road,137
48,42,Motorcycle,KTM,Duke 390,Petrol,373,34,110,Heavy traffic,95,Highway,150
42,38,Motorcycle,KTM,Duke 390,Petrol,373,33,113,Heavy traffic,90,Hill Road,145
31,27,Motorcycle,KTM,Duke 390,Petrol,373,29,123,Light traffic,70,Local Road,138
24,20,Motorcycle,KTM,Duke 390,Petrol,373,28,125,Light traffic,40,Urban,133
25,20,Motorcycle,Honda,CB Hornet 160R,Petrol,162,45,110,Light traffic,60,Highway,115
15,12,Motorcycle,Honda,CB Hornet 160R,Petrol,162,40,120,Moderate traffic,30,Urban,120
40,35,Motorcycle,Honda,CB Hornet 160R,Petrol,162,50,100,Heavy traffic,100,Hill Road,130
30,25,Motorcycle,Honda,CB Hornet 160R,Petrol,162,48,105,Moderate traffic,70,Local Road,125
50,45,Motorcycle,Honda,CB Hornet 160R,Petrol,162,55,95,Heavy traffic,150,Highway,135
20,18,Motorcycle,Honda,CB Hornet 160R,Petrol,162,42,115,Light traffic,50,Hill Road,120
35,30,Motorcycle,Honda,CB Hornet 160R,Petrol,162,52,98,Moderate traffic,80,Local Road,128
45,40,Motorcycle,Honda,CB Hornet 160R,Petrol,162,58,90,Moderate traffic,90,Hill Road,132
55,50,Motorcycle,Honda,CB Hornet 160R,Petrol,162,60,88,Heavy traffic,120,Highway,140
28,22,Motorcycle,Honda,CB Hornet 160R,Petrol,162,46,108,Moderate traffic,65,Local Road,123
18,15,Motorcycle,Honda,CB Hornet 160R,Petrol,162,38,125,Light traffic,35,Urban,120
38,33,Motorcycle,Honda,CB Hornet 160R,Petrol,162,53,97,Heavy traffic,85,Hill Road,130
22,20,Motorcycle,Honda,CB Hornet 160R,Petrol,162,40,120,Light traffic,55,Urban,125
33,28,Motorcycle,Honda,CB Hornet 160R,Petrol,162,50,100,Moderate traffic,75,Local Road,128
26,23,Motorcycle,Honda,CB Hornet 160R,Petrol,162,45,110,Moderate traffic,55,Hill Road,127
37,32,Motorcycle,Honda,CB Hornet 160R,Petrol,162,52,98,Moderate traffic,80,Local Road,130
48,42,Motorcycle,Honda,CB Hornet 160R,Petrol,162,58,90,Heavy traffic,95,Highway,135
42,38,Motorcycle,Honda,CB Hornet 160R,Petrol,162,54,95,Heavy traffic,90,Hill Road,133
31,27,Motorcycle,Honda,CB Hornet 160R,Petrol,162,48,105,Light traffic,70,Local Road,126
24,20,Motorcycle,Honda,CB Hornet 160R,Petrol,162,42,115,Light traffic,40,Urban,123
25,30,Motorcycle,Royal Enfield,Classic 350,Petrol,346,30,120,Light traffic,60,Highway,125
15,20,Motorcycle,Royal Enfield,Classic 350,Petrol,346,28,125,Moderate traffic,30,Urban,130
40,50,Motorcycle,Royal Enfield,Classic 350,Petrol,346,32,115,Heavy traffic,100,Hill Road,135
30,40,Motorcycle,Royal Enfield,Classic 350,Petrol,346,31,118,Moderate traffic,70,Local Road,128
50,60,Motorcycle,Royal Enfield,Classic 350,Petrol,346,33,113,Heavy traffic,150,Highway,135
20,25,Motorcycle,Royal Enfield,Classic 350,Petrol,346,29,123,Light traffic,50,Hill Road,130
35,45,Motorcycle,Royal Enfield,Classic 350,Petrol,346,32,115,Moderate traffic,80,Local Road,128
45,55,Motorcycle,Royal Enfield,Classic 350,Petrol,346,34,110,Moderate traffic,90,Hill Road,132
55,65,Motorcycle,Royal Enfield,Classic 350,Petrol,346,35,108,Heavy traffic,120,Highway,135
28,35,Motorcycle,Royal Enfield,Classic 350,Petrol,346,31,118,Moderate traffic,65,Local Road,128
18,22,Motorcycle,Royal Enfield,Classic 350,Petrol,346,27,128,Light traffic,35,Urban,130
38,48,Motorcycle,Royal Enfield,Classic 350,Petrol,346,33,113,Heavy traffic,85,Hill Road,135
22,28,Motorcycle,Royal Enfield,Classic 350,Petrol,346,28,125,Light traffic,55,Urban,127
33,42,Motorcycle,Royal Enfield,Classic 350,Petrol,346,31,118,Moderate traffic,75,Local Road,128
26,33,Motorcycle,Royal Enfield,Classic 350,Petrol,346,30,120,Moderate traffic,55,Hill Road,127
37,47,Motorcycle,Royal Enfield,Classic 350,Petrol,346,32,115,Moderate traffic,80,Local Road,128
48,58,Motorcycle,Royal Enfield,Classic 350,Petrol,346,34,110,Heavy traffic,95,Highway,135
42,52,Motorcycle,Royal Enfield,Classic 350,Petrol,346,33,113,Heavy traffic,90,Hill Road,135
31,38,Motorcycle,Royal Enfield,Classic 350,Petrol,346,29,123,Light traffic,70,Local Road,128
24,30,Motorcycle,Royal Enfield,Classic 350,Petrol,346,28,125,Light traffic,40,Urban,130
25,30,Motorcycle,Yamaha,MT-15,Petrol,155,40,115,Light traffic,60,Highway,120
15,20,Motorcycle,Yamaha,MT-15,Petrol,155,38,120,Moderate traffic,30,Urban,125
40,50,Motorcycle,Yamaha,MT-15,Petrol,155,42,110,Heavy traffic,100,Hill Road,130
30,40,Motorcycle,Yamaha,MT-15,Petrol,155,41,112,Moderate traffic,70,Local Road,128
50,60,Motorcycle,Yamaha,MT-15,Petrol,155,44,105,Heavy traffic,150,Highway,135
20,25,Motorcycle,Yamaha,MT-15,Petrol,155,39,118,Light traffic,50,Hill Road,125
35,45,Motorcycle,Yamaha,MT-15,Petrol,155,43,108,Moderate traffic,80,Local Road,130
45,55,Motorcycle,Yamaha,MT-15,Petrol,155,45,105,Moderate traffic,90,Hill Road,132
55,65,Motorcycle,Yamaha,MT-15,Petrol,155,46,102,Heavy traffic,120,Highway,138
28,35,Motorcycle,Yamaha,MT-15,Petrol,155,40,115,Moderate traffic,65,Local Road,125
18,22,Motorcycle,Yamaha,MT-15,Petrol,155,37,123,Light traffic,35,Urban,127
38,48,Motorcycle,Yamaha,MT-15,Petrol,155,42,110,Heavy traffic,85,Hill Road,130
22,28,Motorcycle,Yamaha,MT-15,Petrol,155,38,120,Light traffic,55,Urban,128
33,42,Motorcycle,Yamaha,MT-15,Petrol,155,41,112,Moderate traffic,75,Local Road,128
26,33,Motorcycle,Yamaha,MT-15,Petrol,155,39,118,Moderate traffic,55,Hill Road,126
37,47,Motorcycle,Yamaha,MT-15,Petrol,155,43,108,Moderate traffic,80,Local Road,130
48,58,Motorcycle,Yamaha,MT-15,Petrol,155,45,105,Light traffic,95,Highway,135
42,52,Motorcycle,Yamaha,MT-15,Petrol,155,44,105,Heavy traffic,90,Hill Road,132
31,38,Motorcycle,Yamaha,MT-15,Petrol,155,40,115,Light traffic,70,Local Road,128
24,30,Motorcycle,Yamaha,MT-15,Petrol,155,38,120,Light traffic,40,Urban,127
25,30,Motorcycle,Suzuki,Gixxer SF,Petrol,155,35,117,Light traffic,60,Highway,123
15,20,Motorcycle,Suzuki,Gixxer SF,Petrol,155,33,122,Moderate traffic,30,Urban,128
40,50,Motorcycle,Suzuki,Gixxer SF,Petrol,155,38,112,Heavy traffic,100,Hill Road,133
30,40,Motorcycle,Suzuki,Gixxer SF,Petrol,155,37,114,heavy traffic,70,Local Road,130
50,60,Motorcycle,Suzuki,Gixxer SF,Petrol,155,40,110,Heavy traffic,150,Highway,138
20,25,Motorcycle,Suzuki,Gixxer SF,Petrol,155,34,119,Light traffic,50,Hill Road,125
35,45,Motorcycle,Suzuki,Gixxer SF,Petrol,155,39,115,Moderate traffic,80,Local Road,132
45,55,Motorcycle,Suzuki,Gixxer SF,Petrol,155,41,110,Moderate traffic,90,Hill Road,135
55,65,Motorcycle,Suzuki,Gixxer SF,Petrol,155,42,108,Heavy traffic,120,Highway,140
28,35,Motorcycle,Suzuki,Gixxer SF,Petrol,155,36,116,Moderate traffic,65,Local Road,128
18,22,Motorcycle,Suzuki,Gixxer SF,Petrol,155,31,130,Light traffic,35,Urban,127
38,48,Motorcycle,Suzuki,Gixxer SF,Petrol,155,40,110,Heavy traffic,85,Hill Road,133
22,28,Motorcycle,Suzuki,Gixxer SF,Petrol,155,33,122,Light traffic,55,Urban,130
33,42,Motorcycle,Suzuki,Gixxer SF,Petrol,155,38,112,Moderate traffic,75,Local Road,130
26,33,Motorcycle,Suzuki,Gixxer SF,Petrol,155,35,117,Moderate traffic,55,Hill Road,127
37,47,Motorcycle,Suzuki,Gixxer SF,Petrol,155,39,115,Moderate traffic,80,Local Road,132
48,58,Motorcycle,Suzuki,Gixxer SF,Petrol,155,42,110,Heavy traffic,95,Highway,138
42,52,Motorcycle,Suzuki,Gixxer SF,Petrol,155,41,110,Heavy traffic,90,Hill Road,135
31,38,Motorcycle,Suzuki,Gixxer SF,Petrol,155,37,114,Light traffic,70,Local Road,130
24,30,Motorcycle,Suzuki,Gixxer SF,Petrol,155,33,122,Light traffic,40,Urban,127
25,30,Bike,Bajaj,Pulsar NS200,Petrol,199,35,117,Light traffic,60,Highway,123
15,20,Bike,Bajaj,Pulsar NS200,Petrol,199,33,122,Moderate traffic,30,Urban,128
40,50,Bike,Bajaj,Pulsar NS200,Petrol,199,38,112,Heavy traffic,100,Hill Road,133
30,40,Bike,Bajaj,Pulsar NS200,Petrol,199,37,114,Moderate traffic,70,Local Road,130
50,60,Bike,Bajaj,Pulsar NS200,Petrol,199,40,110,Heavy traffic,150,Highway,138
20,25,Bike,Bajaj,Pulsar NS200,Petrol,199,34,119,Light traffic,50,Hill Road,125
35,45,Bike,Bajaj,Pulsar NS200,Petrol,199,39,115,Moderate traffic,80,Local Road,132
45,55,Bike,Bajaj,Pulsar NS200,Petrol,199,41,110,Moderate traffic,90,Hill Road,135
55,65,Bike,Bajaj,Pulsar NS200,Petrol,199,42,108,Heavy traffic,120,Highway,140
28,35,Bike,Bajaj,Pulsar NS200,Petrol,199,36,116,Moderate traffic,65,Local Road,128
18,22,Bike,Bajaj,Pulsar NS200,Petrol,199,31,130,Light traffic,35,Urban,127
38,48,Bike,Bajaj,Pulsar NS200,Petrol,199,40,110,Heavy traffic,85,Hill Road,133
22,28,Bike,Bajaj,Pulsar NS200,Petrol,199,33,122,Light traffic,55,Urban,130
33,42,Bike,Bajaj,Pulsar NS200,Petrol,199,38,112,Moderate traffic,75,Local Road,130
26,33,Bike,Bajaj,Pulsar NS200,Petrol,199,35,117,Moderate traffic,55,Hill Road,127
37,47,Bike,Bajaj,Pulsar NS200,Petrol,199,39,115,Moderate traffic,80,Local Road,132
48,58,Bike,Bajaj,Pulsar NS200,Petrol,199,42,110,Heavy traffic,95,Highway,138
42,52,Bike,Bajaj,Pulsar NS200,Petrol,199,41,110,Heavy traffic,90,Hill Road,135
31,38,Bike,Bajaj,Pulsar NS200,Petrol,199,37,114,Light traffic,70,Local Road,130
24,30,Bike,Bajaj,Pulsar NS200,Petrol,199,33,122,Light traffic,40,Urban,127
25,30,Bike,Honda,CB Hornet 160R,Petrol,162,40,115,Light Traffic,60,Highway,123
15,20,Bike,Honda,CB Hornet 160R,Petrol,162,38,120,Moderate Traffic,30,Urban,128
40,50,Bike,Honda,CB Hornet 160R,Petrol,162,42,110,Heavy Traffic,100,Hill Road,133
30,40,Bike,Honda,CB Hornet 160R,Petrol,162,41,112,Moderate Traffic,70,Local Road,130
50,60,Bike,Honda,CB Hornet 160R,Petrol,162,44,105,Heavy Traffic,150,Highway,138
20,25,Bike,Honda,CB Hornet 160R,Petrol,162,39,118,Light Traffic,50,Hill Road,125
35,45,Bike,Honda,CB Hornet 160R,Petrol,162,43,108,Moderate Traffic,80,Local Road,132
45,55,Bike,Honda,CB Hornet 160R,Petrol,162,45,105,Moderate Traffic,90,Hill Road,135
55,65,Bike,Honda,CB Hornet 160R,Petrol,162,46,102,Heavy Traffic,120,Highway,140
28,35,Bike,Honda,CB Hornet 160R,Petrol,162,40,115,Moderate Traffic,65,Local Road,128
18,22,Bike,Honda,CB Hornet 160R,Petrol,162,37,123,Light Traffic,35,Urban,127
38,48,Bike,Honda,CB Hornet 160R,Petrol,162,40,110,Heavy Traffic,85,Hill Road,133
22,28,Bike,Honda,CB Hornet 160R,Petrol,162,33,122,Light Traffic,55,Urban,130
33,42,Bike,Honda,CB Hornet 160R,Petrol,162,38,112,Moderate Traffic,75,Local Road,130
26,33,Bike,Honda,CB Hornet 160R,Petrol,162,35,117,Moderate Traffic,55,Hill Road,127
37,47,Bike,Honda,CB Hornet 160R,Petrol,162,39,115,Moderate Traffic,80,Local Road,132
48,58,Bike,Honda,CB Hornet 160R,Petrol,162,42,110,Heavy Traffic,95,Highway,138
42,52,Bike,Honda,CB Hornet 160R,Petrol,162,41,110,Heavy Traffic,90,Hill Road,135
31,38,Bike,Honda,CB Hornet 160R,Petrol,162,37,114,Light Traffic,70,Local Road,130
24,30,Bike,Honda,CB Hornet 160R,Petrol,162,33,122,Light Traffic,40,Urban,127
25,30,Bike,TVS,Apache RTR 160 4V,Petrol,159,45,105,Light Traffic,60,Highway,110
15,20,Bike,TVS,Apache RTR 160 4V,Petrol,159,42,110,Moderate Traffic,30,Urban,115
40,50,Bike,TVS,Apache RTR 160 4V,Petrol,159,48,100,Heavy Traffic,100,Hill Road,120
30,40,Bike,TVS,Apache RTR 160 4V,Petrol,159,47,102,Moderate Traffic,70,Local Road,118
50,60,Bike,TVS,Apache RTR 160 4V,Petrol,159,50,98,Heavy Traffic,150,Highway,125
20,25,Bike,TVS,Apache RTR 160 4V,Petrol,159,44,107,Light Traffic,50,Hill Road,112
35,45,Bike,TVS,Apache RTR 160 4V,Petrol,159,49,99,Moderate Traffic,80,Local Road,119
45,55,Bike,TVS,Apache RTR 160 4V,Petrol,159,51,95,Moderate Traffic,90,Hill Road,123
55,65,Bike,TVS,Apache RTR 160 4V,Petrol,159,53,92,Heavy Traffic,120,Highway,128
28,35,Bike,TVS,Apache RTR 160 4V,Petrol,159,46,103,Moderate Traffic,65,Local Road,117
18,22,Bike,TVS,Apache RTR 160 4V,Petrol,159,41,108,Light Traffic,35,Urban,113
38,48,Bike,TVS,Apache RTR 160 4V,Petrol,159,48,100,Heavy Traffic,85,Hill Road,120
22,28,Bike,TVS,Apache RTR 160 4V,Petrol,159,42,110,Light Traffic,55,Urban,115
33,42,Bike,TVS,Apache RTR 160 4V,Petrol,159,47,102,Moderate Traffic,75,Local Road,118
26,33,Bike,TVS,Apache RTR 160 4V,Petrol,159,45,105,Moderate Traffic,55,Hill Road,112
37,47,Bike,TVS,Apache RTR 160 4V,Petrol,159,49,99,Moderate Traffic,80,Local Road,119
48,58,Bike,TVS,Apache RTR 160 4V,Petrol,159,53,92,Heavy Traffic,95,Highway,125
42,52,Bike,TVS,Apache RTR 160 4V,Petrol,159,51,95,Heavy Traffic,90,Hill Road,123
31,38,Bike,TVS,Apache RTR 160 4V,Petrol,159,47,102,Light Traffic,70,Local Road,118
24,30,Bike,TVS,Apache RTR 160 4V,Petrol,159,42,110,Light Traffic,40,Urban,113
25,30,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,45,105,Light Traffic,60,Highway,110
15,20,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,42,110,Moderate Traffic,30,Urban,115
40,50,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,48,100,Heavy Traffic,100,Hill Road,120
30,40,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,47,102,Moderate Traffic,70,Local Road,118
50,60,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,50,98,Heavy Traffic,150,Highway,125
20,25,Bike,Yamaha,FZS-FI Version 3.0,Petrol,149,44,107,Light Traffic,50,Hill Road,112
